date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:53	859/859	---M-Z	200	added ('OK')	text/plain	etag:%22ad7d6e7e8478da1:0%22	http://simedarby.com/robots.txt		(from )
18:26:01	150117/150117	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20May%202024%2017:25:27%20GMT	http://simedarby.com/	C:/Users/user/Desktop/simedarby/simedarby.com/index.html	(from )
18:26:03	17408/17408	---M--	200	added ('OK')	image/x-icon	etag:%229071ad75bb1bd91:0%22	http://simedarby.com/sites/default/files/favicon.ico	C:/Users/user/Desktop/simedarby/simedarby.com/sites/default/files/favicon.ico	(from http://simedarby.com/)
18:26:04	34425/34425	---M-Z	200	added ('OK')	text/css	etag:%2257d06febe5acda1:0%22	http://simedarby.com/sites/default/files/css/css_f8XiFD0Yo02wBDnq1vdYLZK9UKcNzFx35nswz5Lq4iU.css?delta=0&language=en&theme=simedarby&include=eJyFUVuOwjAMvFBIPvZAlZOYNMipI9sFevsNLGxXILQ_tmc8GvkBJ7hOxJBRAuy1t1k4RhSXmFgiX0PGI6xkv8RUF6oLhhfsCnMhnGAB2qwmDa-E000NW4ig6LQ2zCBxC4U4Ah3UtmFT_jTSl4vMpibQQ-fO5zHWzhgzWe3uXPGi4R5947wSug4CZWhmDVnWDuR3xq9LXyNVnTG7C8YjSwuP7G_hjUTChov5jAaV1Cuc8V-RcRnLf5Q1VIWCLkG3NMPPTT6JdRTJ3tqJW2ethq624TU9ve7o8EAHwaOgzuN9gs9r5ArExd_-_g3B3sq8	C:/Users/user/Desktop/simedarby/simedarby.com/sites/default/files/css/css_f8XiFD0Yo02wBDnq1vdYLZK9UKcNzFx35nswz5Lq4iUd816.css	(from http://simedarby.com/)
18:26:04	121200/121200	---M-Z	200	added ('OK')	text/css	etag:%225eb04010-1d970%22	https://cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/3.3.7/css/bootstrap.min.css	C:/Users/user/Desktop/simedarby/cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/3.3.7/css/bootstrap.min.css	(from http://simedarby.com/)
18:26:07	98122/98122	---M-Z	200	added ('OK')	text/css	etag:%22bbd471e6e5acda1:0%22	http://simedarby.com/sites/default/files/css/css_GgRlnA89ofYNXo3-Pxdhf80hz6KwiyneAnDL-75eJPA.css?delta=2&language=en&theme=simedarby&include=eJyFUVuOwjAMvFBIPvZAlZOYNMipI9sFevsNLGxXILQ_tmc8GvkBJ7hOxJBRAuy1t1k4RhSXmFgiX0PGI6xkv8RUF6oLhhfsCnMhnGAB2qwmDa-E000NW4ig6LQ2zCBxC4U4Ah3UtmFT_jTSl4vMpibQQ-fO5zHWzhgzWe3uXPGi4R5947wSug4CZWhmDVnWDuR3xq9LXyNVnTG7C8YjSwuP7G_hjUTChov5jAaV1Cuc8V-RcRnLf5Q1VIWCLkG3NMPPTT6JdRTJ3tqJW2ethq624TU9ve7o8EAHwaOgzuN9gs9r5ArExd_-_g3B3sq8	C:/Users/user/Desktop/simedarby/simedarby.com/sites/default/files/css/css_GgRlnA89ofYNXo3-Pxdhf80hz6KwiyneAnDL-75eJPAecdf.css	(from http://simedarby.com/)
18:26:12	87620/87620	---M-Z	200	added ('OK')	application/javascript	etag:%2280442ce6e5acda1:0%22	http://simedarby.com/sites/default/files/js/js_-GWsI2onOJNdQ9LZr-KBBlTFSkV8tagu3jwmBxFwe-k.js?scope=header&delta=0&language=en&theme=simedarby&include=eJyFUVuOwjAMvFBIPvZAlZOYNMipI9sFevsNLGxXILQ_tmc8GvkBJ7hOxJBRAuy1t1k4RhSXmFgiX0PGI6xkv8RUF6oLhhfsCnMhnGAB2qwmDa-E000NW4ig6LQ2zCBxC4U4Ah3UtmFT_jTSl4vMpibQQ-fO5zHWzhgzWe3uXPGi4R5947wSug4CZWhmDVnWDuR3xq9LXyNVnTG7C8YjSwuP7G_hjUTChov5jAaV1Cuc8V-RcRnLf5Q1VIWCLkG3NMPPTT6JdRTJ3tqJW2ethq624TU9ve7o8EAHwaOgzuN9gs9r5ArExd_-_g3B3sq8	C:/Users/user/Desktop/simedarby/simedarby.com/sites/default/files/js/js_-GWsI2onOJNdQ9LZr-KBBlTFSkV8tagu3jwmBxFwe-kd612.js	(from http://simedarby.com/)
18:26:18	151725/151725	---MCZ	200	added ('OK')	application/javascript	etag:W/%226654b33f-250ad%22	https://d3js.org/d3.v3.min.js	C:/Users/user/Desktop/simedarby/d3js.org/d3.v3.min.js	(from http://simedarby.com/)
18:26:19	21425/21425	---M--	200	added ('OK')	image/png	etag:%223794f475bb1bd91:0%22	http://simedarby.com/sites/default/files/logo.png	C:/Users/user/Desktop/simedarby/simedarby.com/sites/default/files/logo.png	(from http://simedarby.com/)
18:26:20	32451/32451	---M-Z	200	added ('OK')	text/html	etag:%221716513105%22	http://simedarby.com/who-we-are	C:/Users/user/Desktop/simedarby/simedarby.com/who-we-are.html	(from http://simedarby.com/)
